id,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
12108,2014,Luol Deng,SF,F,28,9-Jun,206,220,99,144,38,5,203,59,98,573,211,506,0.417,0.457,40,127,0.315,171,379,0.451,111,144,0.771,55,58,40,40,1353,CLE,1985,16-Apr-85,Wow,South Sudan,Duke University,Duke University,14
12119,2010,Luther Head,SG,G,27,3-Jun,190,185,83,74,18,9,80,6,72,357,136,311,0.437,0.497,37,105,0.352,99,206,0.481,48,58,0.828,54,53,47,10,813,IND,1982,26-Nov-82,Chicago,Illinois,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,11.5
12120,2011,Luther Head,PG,G,28,3-Jun,190,185,83,44,10,9,60,16,70,200,68,164,0.415,0.491,25,64,0.391,43,100,0.43,39,50,0.78,32,43,36,14,586,SAC,1982,26-Nov-82,Chicago,Illinois,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,11.7
12130,2013,Maalik Wayns,PG,G,21,2-Jun,188,200,90,6,6,0,7,1,27,76,26,88,0.295,0.335,7,31,0.226,19,57,0.333,17,19,0.895,15,26,27,1,202,TOT,1991,2-May-91,Philadelphia,Pennsylvania,Villanova University,Villanova University,5
12131,2013,Maalik Wayns,PG,G,21,2-Jun,188,200,90,4,3,0,5,1,20,56,19,72,0.264,0.299,5,25,0.2,14,47,0.298,13,15,0.867,13,18,21,1,165,PHI,1991,2-May-91,Philadelphia,Pennsylvania,Villanova University,Villanova University,1.8
12132,2013,Maalik Wayns,PG,G,21,2-Jun,188,200,90,2,3,0,2,0,7,20,7,16,0.438,0.5,2,6,0.333,5,10,0.5,4,4,1,2,8,6,0,37,LAC,1991,2-May-91,Philadelphia,Pennsylvania,Villanova University,Villanova University,19.5
12133,2014,Maalik Wayns,PG,G,22,2-Jun,188,200,90,2,2,0,2,0,2,2,1,2,0.5,0.5,0,0,,1,2,0.5,0,0,,0,4,2,0,9,LAC,1991,2-May-91,Philadelphia,Pennsylvania,Villanova University,Villanova University,19.3
12167,2012,Malcolm Lee,SG,G,21,5-Jun,196,200,90,17,8,4,26,9,31,62,23,59,0.39,0.407,2,10,0.2,21,49,0.429,14,17,0.824,17,22,19,0,243,MIN,1990,22-May-90,Riverside,California,"University of California, Los Angeles","University of California, Los Angeles",9.3
12168,2013,Malcolm Lee,SG,G,22,5-Jun,196,200,90,24,12,6,39,15,20,78,29,76,0.382,0.434,8,24,0.333,21,52,0.404,12,20,0.6,10,30,16,12,289,MIN,1990,22-May-90,Riverside,California,"University of California, Los Angeles","University of California, Los Angeles",9.8
12171,2012,Malcolm Thomas,PF,F,23,9-Jun,206,225,102,2,1,1,3,1,1,1,0,3,0,0,0,0,,0,3,0,1,2,0.5,0,0,3,0,15,SAS,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,7.1
12172,2013,Malcolm Thomas,PF,F,24,9-Jun,206,225,102,11,2,2,16,5,4,15,5,10,0.5,0.5,0,0,,5,10,0.5,5,8,0.625,3,8,12,0,57,TOT,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,13.8
12173,2013,Malcolm Thomas,PF,F,24,9-Jun,206,225,102,5,0,1,5,0,2,3,0,1,0,0,0,0,,0,1,0,3,4,0.75,1,1,5,0,21,GSW,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,8.8
12174,2013,Malcolm Thomas,PF,F,24,9-Jun,206,225,102,6,2,1,11,5,2,12,5,9,0.556,0.556,0,0,,5,9,0.556,2,4,0.5,2,7,7,0,36,CHI,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,16.7
12175,2014,Malcolm Thomas,PF,F,25,9-Jun,206,225,102,16,0,3,21,5,2,15,7,16,0.438,0.469,1,4,0.25,6,12,0.5,0,2,0,9,5,8,0,63,TOT,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,4.6
12176,2014,Malcolm Thomas,PF,F,25,9-Jun,206,225,102,8,0,2,9,1,0,2,1,4,0.25,0.25,0,0,,1,4,0.25,0,2,0,1,0,1,0,15,SAS,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,6.6
12177,2014,Malcolm Thomas,PF,F,25,9-Jun,206,225,102,8,0,1,12,4,2,13,6,12,0.5,0.542,1,4,0.25,5,8,0.625,0,0,,8,5,7,0,48,UTA,1988,8-Nov-88,Columbia,Missouri,San Diego State University,San Diego State University,4
12191,2010,Malik Allen,PF,F-C,31,10-Jun,208,255,115,46,11,5,82,36,16,105,46,116,0.397,0.401,1,6,0.167,45,110,0.409,12,13,0.923,22,68,51,3,456,DEN,1978,27-Jun-78,Willingboro,New Jersey,Villanova University,Villanova University,5.9
12192,2011,Malik Allen,PF,F-C,32,10-Jun,208,255,115,20,1,4,32,12,4,23,11,31,0.355,0.355,0,0,,11,31,0.355,1,2,0.5,3,30,18,0,178,ORL,1978,27-Jun-78,Willingboro,New Jersey,Villanova University,Villanova University,3.3
12195,2010,Malik Hairston,SG,G,22,6-Jun,198,220,99,36,4,9,49,13,16,99,40,76,0.526,0.539,2,11,0.182,38,65,0.585,17,30,0.567,11,29,47,0,317,SAS,1987,23-Feb-87,Detroit,Michigan,University of Oregon,University of Oregon,11.6
12228,2011,Manny Harris,SG,G,21,5-Jun,196,185,83,104,31,7,140,36,85,321,108,289,0.374,0.433,34,92,0.37,74,197,0.376,71,93,0.763,63,65,54,15,933,CLE,1989,21-Sep-89,Detroit,Michigan,University of Michigan,University of Michigan,10.4
12229,2012,Manny Harris,SG,G,22,5-Jun,196,185,83,59,13,6,70,11,31,173,60,150,0.4,0.44,12,36,0.333,48,114,0.421,41,59,0.695,27,28,26,5,456,CLE,1989,21-Sep-89,Detroit,Michigan,University of Michigan,University of Michigan,11.7
12230,2014,Manny Harris,SG,G,24,5-Jun,196,185,83,27,4,1,34,7,11,73,28,70,0.4,0.45,7,20,0.35,21,50,0.42,10,12,0.833,9,10,9,0,180,LAL,1989,21-Sep-89,Detroit,Michigan,University of Michigan,University of Michigan,10.9
12247,2012,MarShon Brooks,SG,G-F,23,5-Jun,196,200,90,130,52,15,200,70,131,708,274,640,0.428,0.465,47,150,0.313,227,490,0.463,113,148,0.764,118,116,56,47,1648,NJN,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,12.9
12248,2013,MarShon Brooks,SG,G-F,24,5-Jun,196,200,90,72,34,16,104,32,76,394,155,335,0.463,0.485,15,55,0.273,140,280,0.5,69,94,0.734,69,93,73,2,912,BRK,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,13.5
12249,2014,MarShon Brooks,SG,G-F,25,5-Jun,196,200,90,44,14,4,54,10,25,159,57,125,0.456,0.508,13,25,0.52,44,100,0.44,32,44,0.727,24,21,35,0,316,TOT,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,15.5
12250,2014,MarShon Brooks,SG,G-F,25,5-Jun,196,200,90,18,1,1,19,1,4,31,9,24,0.375,0.417,2,4,0.5,7,20,0.35,11,14,0.786,7,5,10,0,73,BOS,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,10.7
12251,2014,MarShon Brooks,SG,G-F,25,5-Jun,196,200,90,4,1,0,5,1,0,13,5,13,0.385,0.385,0,2,0,5,11,0.455,3,4,0.75,0,0,7,0,15,GSW,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,24.3
12252,2014,MarShon Brooks,SG,G-F,25,5-Jun,196,200,90,22,12,3,30,8,21,115,43,88,0.489,0.551,11,19,0.579,32,69,0.464,18,26,0.692,17,16,18,0,228,LAL,1989,26-Jan-89,Long Branch,New Jersey,Providence College,Providence College,16.5
12287,2010,Marcus Banks,PG,G,28,2-Jun,188,200,90,20,12,2,23,3,26,109,39,73,0.534,0.582,7,24,0.292,32,49,0.653,24,29,0.828,20,30,22,0,244,TOR,1981,19-Nov-81,Las Vegas,Nevada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",15.3
12288,2011,Marcus Banks,PG,G,29,2-Jun,188,200,90,1,1,0,1,0,3,6,0,2,0,0,0,0,,0,2,0,6,8,0.75,2,4,3,0,22,TOR,1981,19-Nov-81,Las Vegas,Nevada,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",6.8
12304,2010,Marcus Camby,PF-C,C-F,35,11-Jun,211,220,99,622,95,146,871,249,186,556,238,501,0.475,0.477,2,7,0.286,236,494,0.478,78,122,0.639,91,161,74,74,2314,TOT,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,17.9
12305,2010,Marcus Camby,PF,C-F,35,11-Jun,211,220,99,450,69,99,616,166,151,394,166,356,0.466,0.469,2,6,0.333,164,350,0.469,60,91,0.659,64,105,51,51,1596,LAC,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,18.3
12306,2010,Marcus Camby,C,C-F,35,11-Jun,211,220,99,172,26,47,255,83,35,162,72,145,0.497,0.497,0,1,0,72,144,0.5,18,31,0.581,27,56,23,23,718,POR,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,17
12307,2011,Marcus Camby,C,C-F,36,11-Jun,211,220,99,424,40,92,606,182,121,277,117,294,0.398,0.398,0,1,0,117,293,0.399,43,70,0.614,62,140,59,51,1540,POR,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,14.8
12308,2012,Marcus Camby,C,C-F,37,11-Jun,211,220,99,373,50,85,530,157,107,287,128,287,0.446,0.449,2,5,0.4,126,282,0.447,29,64,0.453,57,126,59,53,1352,TOT,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,16.2
12309,2012,Marcus Camby,C,C-F,37,11-Jun,211,220,99,249,33,56,354,105,75,152,67,161,0.416,0.416,0,0,,67,161,0.416,18,38,0.474,47,88,40,40,894,POR,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,14.5
12310,2012,Marcus Camby,C,C-F,37,11-Jun,211,220,99,124,17,29,176,52,32,135,61,126,0.484,0.492,2,5,0.4,59,121,0.488,11,26,0.423,10,38,19,13,458,HOU,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,19.6
12311,2013,Marcus Camby,PF,C-F,38,11-Jun,211,220,99,56,7,14,80,24,14,42,17,53,0.321,0.321,0,0,,17,53,0.321,8,19,0.421,15,28,24,4,250,NYK,1974,22-Mar-74,Hartford,Connecticut,University of Massachusetts Amherst,University of Massachusetts Amherst,8.6
12312,2011,Marcus Cousin,C,C,24,11-Jun,211,245,111,3,0,1,3,0,0,4,2,3,0.667,0.667,0,0,,2,3,0.667,0,0,,1,1,4,0,18,UTA,1986,18-Dec-86,Baltimore,Maryland,University of Houston,University of Houston,7.8
12323,2010,Marcus Haislip,SF,F,29,10-Jun,208,230,104,6,0,2,10,4,0,25,10,21,0.476,0.548,3,5,0.6,7,16,0.438,2,5,0.4,3,5,10,0,44,SAS,1980,22-Dec-80,Lewisburg,Tennessee,University of Tennessee,University of Tennessee,15.4
12324,2010,Marcus Landry,SF,F,24,7-Jun,201,230,104,14,1,2,19,5,0,44,16,43,0.372,0.477,9,28,0.321,7,15,0.467,3,5,0.6,6,14,18,0,111,TOT,1985,1-Nov-85,Milwaukee,Wisconsin,University of Wisconsin,University of Wisconsin,7.2
