id,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
4142,2011,Danny Green,SG,G-F,23,6-Jun,206,215,100,12,2,1,15,3,2,41,17,35,0.486,0.586,7,19,0.368,10,16,0.625,0,0,,5,7,8,0,92,SAS,1957,22-Jun-87,Lynwood,California,"University of California, Los Angeles",University of North Carolina,13.2
4143,2012,Danny Green,SG,G-F,24,6-Jun,206,215,100,174,58,46,228,54,86,603,211,477,0.442,0.549,102,234,0.436,109,243,0.449,79,100,0.79,67,107,66,38,1522,SAS,1957,22-Jun-87,Lynwood,California,"University of California, Los Angeles",University of North Carolina,15.5
4144,2013,Danny Green,SG,G-F,25,6-Jun,206,215,100,208,92,54,244,36,141,838,297,663,0.448,0.581,177,413,0.429,120,250,0.48,67,79,0.848,94,124,80,80,2201,SAS,1957,22-Jun-87,Lynwood,California,"University of California, Los Angeles",University of North Carolina,14.1
4145,2014,Danny Green,SG,G-F,26,6-Jun,206,215,100,204,65,61,229,25,104,618,218,505,0.432,0.562,132,318,0.415,86,187,0.46,50,63,0.794,76,107,68,59,1651,SAS,1957,22-Jun-87,Lynwood,California,"University of California, Los Angeles",University of North Carolina,13.9
4207,2010,Dante Cunningham,PF,F,22,8-Jun,203,230,104,106,24,22,160,54,14,243,106,214,0.495,0.495,0,2,0,106,212,0.5,31,48,0.646,15,97,63,2,707,POR,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,14.3
4208,2011,Dante Cunningham,PF,F,23,8-Jun,203,230,104,181,54,43,277,96,43,482,218,472,0.462,0.463,1,13,0.077,217,459,0.473,45,62,0.726,51,177,78,18,1637,TOT,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,10.7
4209,2011,Dante Cunningham,PF,F,23,8-Jun,203,230,104,116,39,32,189,73,30,284,126,291,0.433,0.433,0,4,0,126,287,0.439,32,45,0.711,33,139,56,9,1108,POR,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,9.5
4210,2011,Dante Cunningham,PF,F,23,8-Jun,203,230,104,65,15,11,88,23,13,198,92,181,0.508,0.511,1,9,0.111,91,172,0.529,13,17,0.765,18,38,22,9,529,CHA,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,13.1
4211,2012,Dante Cunningham,PF,F,24,8-Jun,203,230,104,155,42,34,246,91,37,333,144,279,0.516,0.516,0,2,0,144,277,0.52,45,69,0.652,29,98,64,5,1124,MEM,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,14.9
4212,2013,Dante Cunningham,PF,F,25,8-Jun,203,230,104,266,84,38,408,142,67,695,314,671,0.468,0.468,0,6,0,314,665,0.472,67,103,0.65,56,153,80,9,2010,MIN,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,13.3
4213,2014,Dante Cunningham,PF,F,26,8-Jun,203,230,104,218,62,58,330,112,83,510,236,509,0.464,0.464,0,5,0,236,504,0.468,38,67,0.567,42,146,81,7,1635,MIN,1987,22-Apr-87,Clinton,Maryland,Villanova University,Villanova University,12.6
4218,2012,Darington Hobson,SG,G,24,7-Jun,201,210,95,3,0,0,3,0,6,4,2,13,0.154,0.154,0,6,0,2,7,0.286,0,0,,2,1,5,0,39,MIL,1987,29-Sep-87,Las Vegas,Nevada,University of New Mexico,University of New Mexico,-3.3
4219,2013,Darius Johnson-Odom,SG,G,23,2-Jun,201,215,95,3,0,0,4,1,1,0,0,4,0,0,0,1,0,0,3,0,0,0,,0,0,4,0,6,LAL,1970,28-Sep-89,Morgan City,Louisiana,Syracuse University,Marquette University,-6.7
4220,2014,Darius Johnson-Odom,SG,G,24,2-Jun,201,215,95,2,1,0,2,0,1,0,0,7,0,0,0,3,0,0,4,0,0,2,0,2,3,3,0,15,PHI,1970,28-Sep-89,Morgan City,Louisiana,Syracuse University,Marquette University,-23
4221,2013,Darius Miller,SF,F,22,8-Jun,203,235,106,70,17,12,78,8,44,118,44,108,0.407,0.509,22,56,0.393,22,52,0.423,8,8,1,23,89,52,2,694,NOH,1990,21-Mar-90,Maysville,Kentucky,University of Kentucky,University of Kentucky,6.3
4222,2014,Darius Miller,SF,F,23,8-Jun,203,235,106,43,24,9,52,9,43,200,73,166,0.44,0.515,25,77,0.325,48,89,0.539,29,36,0.806,22,88,45,7,723,NOP,1990,21-Mar-90,Maysville,Kentucky,University of Kentucky,University of Kentucky,9
4224,2012,Darius Morris,PG,G,21,4-Jun,193,190,86,14,2,0,16,2,21,46,18,42,0.429,0.476,4,9,0.444,14,33,0.424,6,9,0.667,19,16,19,0,169,LAL,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,5.2
4225,2013,Darius Morris,PG,G,22,4-Jun,193,190,86,33,21,2,57,24,76,194,73,188,0.388,0.452,24,66,0.364,49,122,0.402,24,37,0.649,45,58,48,17,683,LAL,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,8.1
4226,2014,Darius Morris,PG,G,23,4-Jun,193,190,86,19,13,0,26,7,44,107,39,96,0.406,0.469,12,38,0.316,27,58,0.466,17,26,0.654,27,33,27,0,313,TOT,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,9.2
4227,2014,Darius Morris,PG,G,23,4-Jun,193,190,86,10,8,0,13,3,31,83,29,67,0.433,0.507,10,24,0.417,19,43,0.442,15,21,0.714,19,21,12,0,193,PHI,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,11.9
4228,2014,Darius Morris,PG,G,23,4-Jun,193,190,86,5,2,0,5,0,5,9,4,13,0.308,0.308,0,7,0,4,6,0.667,1,2,0.5,2,9,10,0,54,LAC,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,1.5
4229,2014,Darius Morris,PG,G,23,4-Jun,193,190,86,4,3,0,8,4,8,15,6,16,0.375,0.438,2,7,0.286,4,9,0.444,1,3,0.333,6,3,5,0,66,MEM,1991,3-Jan-91,Los Angeles,California,University of Michigan,University of Michigan,7.9
4237,2010,Darius Songaila,C,F,31,9-Jun,206,248,112,173,62,14,232,59,70,543,241,488,0.494,0.495,1,6,0.167,240,482,0.498,60,74,0.811,81,206,75,1,1410,NOH,1978,14-Feb-78,Marijampole,Lithuania,Wake Forest University,Wake Forest University,11.6
4238,2011,Darius Songaila,C,F,32,9-Jun,206,248,112,8,0,0,10,2,2,16,7,15,0.467,0.467,0,0,,7,15,0.467,2,4,0.5,4,16,10,0,71,PHI,1978,14-Feb-78,Marijampole,Lithuania,Wake Forest University,Wake Forest University,1.2
4247,2010,Darnell Jackson,PF,F,24,9-Jun,206,253,114,13,2,4,22,9,4,23,9,30,0.3,0.317,1,4,0.25,8,26,0.308,4,6,0.667,13,21,28,0,123,TOT,1985,7-Nov-85,Oklahoma City,Oklahoma,University of Kansas,University of Kansas,-0.1
4248,2010,Darnell Jackson,PF,F,24,9-Jun,206,253,114,12,2,4,20,8,4,21,8,25,0.32,0.34,1,3,0.333,7,22,0.318,4,6,0.667,13,19,27,0,114,CLE,1985,7-Nov-85,Oklahoma City,Oklahoma,University of Kansas,University of Kansas,0.4
4249,2010,Darnell Jackson,PF,F,24,9-Jun,206,253,114,1,0,0,2,1,0,2,1,5,0.2,0.2,0,1,0,1,4,0.25,0,0,,0,2,1,0,9,MIL,1985,7-Nov-85,Oklahoma City,Oklahoma,University of Kansas,University of Kansas,-6.3
4250,2011,Darnell Jackson,PF,F,25,9-Jun,206,253,114,45,12,3,94,49,14,187,77,158,0.487,0.497,3,11,0.273,74,147,0.503,30,49,0.612,23,61,59,2,486,SAC,1985,7-Nov-85,Oklahoma City,Oklahoma,University of Kansas,University of Kansas,12.3
4296,2010,Darrell Arthur,PF,F,21,9-Jun,206,235,106,73,14,14,110,37,15,143,63,146,0.432,0.432,0,1,0,63,145,0.434,17,30,0.567,22,60,32,1,457,MEM,1988,25-Mar-88,Dallas,Texas,University of Kansas,University of Kansas,10.5
4297,2011,Darrell Arthur,PF,F,22,9-Jun,206,235,106,227,52,63,342,115,53,729,310,624,0.497,0.497,0,6,0,310,618,0.502,109,134,0.813,88,228,80,9,1609,MEM,1988,25-Mar-88,Dallas,Texas,University of Kansas,University of Kansas,15.7
4298,2013,Darrell Arthur,PF,F,24,9-Jun,206,235,106,101,24,33,169,68,33,362,162,359,0.451,0.458,5,18,0.278,157,341,0.46,33,46,0.717,43,126,59,3,970,MEM,1988,25-Mar-88,Dallas,Texas,University of Kansas,University of Kansas,11.8
4299,2014,Darrell Arthur,SF,F,25,9-Jun,206,235,106,158,39,47,210,52,61,401,162,410,0.395,0.424,24,64,0.375,138,346,0.399,53,62,0.855,58,185,68,1,1161,DEN,1988,25-Mar-88,Dallas,Texas,University of Kansas,University of Kansas,9.4
4327,2010,Darren Collison,PG,G,22,Jun-00,183,175,79,151,78,4,192,41,432,946,376,789,0.477,0.506,46,115,0.4,330,674,0.49,148,174,0.851,202,92,76,37,2109,NOH,1987,23-Aug-87,Rancho Cucamonga,California,"University of California, Los Angeles","University of California, Los Angeles",16.5
4328,2011,Darren Collison,PG,G,23,Jun-00,183,175,79,185,87,14,225,40,403,1039,398,870,0.457,0.481,41,124,0.331,357,746,0.479,202,232,0.871,194,109,79,79,2360,IND,1987,23-Aug-87,Rancho Cucamonga,California,"University of California, Los Angeles","University of California, Los Angeles",15.6
4329,2012,Darren Collison,PG,G,24,Jun-00,183,175,79,157,49,14,187,30,287,621,230,523,0.44,0.472,34,94,0.362,196,429,0.457,127,153,0.83,114,101,60,56,1878,IND,1987,23-Aug-87,Rancho Cucamonga,California,"University of California, Los Angeles","University of California, Los Angeles",13.6
4330,2013,Darren Collison,PG,G,25,Jun-00,183,175,79,188,100,8,219,31,415,972,341,724,0.471,0.504,48,136,0.353,293,588,0.498,242,275,0.88,173,139,81,47,2372,DAL,1987,23-Aug-87,Rancho Cucamonga,California,"University of California, Los Angeles","University of California, Los Angeles",16.3
4331,2014,Darren Collison,PG,G,26,Jun-00,183,175,79,141,93,15,188,47,297,911,324,694,0.467,0.518,71,189,0.376,253,505,0.501,192,224,0.857,132,150,80,35,2069,LAC,1987,23-Aug-87,Rancho Cucamonga,California,"University of California, Los Angeles","University of California, Los Angeles",16.2
4374,2012,Darryl Watkins,C,C,27,11-Jun,211,258,117,19,5,4,27,8,3,23,7,14,0.5,0.5,0,0,,7,14,0.5,9,18,0.5,8,14,5,0,98,NOH,1984,8-Nov-84,Paterson,New Jersey,Syracuse University,Syracuse University,10.8
4583,2010,David West,PF,F,29,9-Jun,206,250,113,441,76,60,605,164,239,1541,619,1226,0.505,0.508,7,27,0.259,612,1199,0.51,296,342,0.865,173,233,81,81,2949,NOH,1980,29-Aug-80,Teaneck,New Jersey,Xavier University,Xavier University,18.9
4584,2011,David West,PF,F,30,9-Jun,206,250,113,374,67,62,529,155,164,1322,528,1040,0.508,0.509,2,9,0.222,526,1031,0.51,264,327,0.807,142,202,70,70,2451,NOH,1980,29-Aug-80,Teaneck,New Jersey,Xavier University,Xavier University,20.4
4585,2012,David West,PF,F,31,9-Jun,206,250,113,315,52,46,433,118,140,842,349,716,0.487,0.489,2,9,0.222,347,707,0.491,142,176,0.807,93,160,66,66,1925,IND,1980,29-Aug-80,Teaneck,New Jersey,Xavier University,Xavier University,17.8
4586,2013,David West,PF,F,32,9-Jun,206,250,113,418,74,69,563,145,213,1250,502,1009,0.498,0.5,4,19,0.211,498,990,0.503,242,315,0.768,157,149,73,73,2435,IND,1980,29-Aug-80,Teaneck,New Jersey,Xavier University,Xavier University,20.1
4587,2014,David West,PF,F,33,9-Jun,206,250,113,422,61,74,542,120,223,1118,458,939,0.488,0.49,4,15,0.267,454,924,0.491,198,251,0.789,133,186,80,80,2472,IND,1980,29-Aug-80,Teaneck,New Jersey,Xavier University,Xavier University,17.5
4617,2010,DeAndre Jordan,C,C,21,11-Jun,211,265,120,230,16,62,352,122,21,336,144,238,0.605,0.605,0,2,0,144,236,0.61,48,128,0.375,75,152,70,12,1137,LAC,1988,21-Jul-88,Houston,Texas,Texas A&M University,Texas A&M University,12.7
4618,2011,DeAndre Jordan,C,C,22,11-Jun,211,265,120,368,41,142,575,207,42,566,234,341,0.686,0.686,0,1,0,234,340,0.688,98,217,0.452,101,255,80,66,2047,LAC,1988,21-Jul-88,Houston,Texas,Texas A&M University,Texas A&M University,14.8
4619,2012,DeAndre Jordan,C,C,23,11-Jun,211,265,120,344,30,134,546,202,17,486,206,326,0.632,0.632,0,1,0,206,325,0.634,74,141,0.525,74,189,66,66,1798,LAC,1988,21-Jul-88,Houston,Texas,Texas A&M University,Texas A&M University,16.4
4620,2013,DeAndre Jordan,C,C,24,11-Jun,211,265,120,384,48,112,594,210,28,724,314,488,0.643,0.643,0,0,,314,488,0.643,96,249,0.386,100,192,82,82,2010,LAC,1988,21-Jul-88,Houston,Texas,Texas A&M University,Texas A&M University,17.2
4621,2014,DeAndre Jordan,C,C,25,11-Jun,211,265,120,783,80,203,1114,331,74,856,348,515,0.676,0.676,0,0,,348,515,0.676,160,374,0.428,123,264,82,82,2870,LAC,1988,21-Jul-88,Houston,Texas,Texas A&M University,Texas A&M University,18.2
4625,2012,DeAndre Liggins,SF,G,23,6-Jun,198,209,94,9,6,0,15,6,5,33,12,25,0.48,0.48,0,4,0,12,21,0.571,9,19,0.474,10,6,17,0,115,ORL,1988,31-Mar-88,Chicago,Illinois,University of Kentucky,University of Kentucky,8.9
4626,2013,DeAndre Liggins,SG,G,24,6-Jun,198,209,94,40,18,3,53,13,15,58,21,47,0.447,0.521,7,19,0.368,14,28,0.5,9,18,0.5,14,33,39,1,290,OKC,1988,31-Mar-88,Chicago,Illinois,University of Kentucky,University of Kentucky,9.4
4627,2014,DeAndre Liggins,SG,G,25,6-Jun,198,209,94,0,0,0,1,1,0,2,1,1,1,1,0,0,,1,1,1,0,0,,0,0,1,0,1,MIA,1988,31-Mar-88,Chicago,Illinois,University of Kentucky,University of Kentucky,129.1
4632,2010,DeJuan Blair,PF,F-C,20,7-Jun,201,270,122,326,50,39,526,200,65,638,275,495,0.556,0.556,0,2,0,275,493,0.558,88,161,0.547,112,224,82,23,1494,SAS,1989,22-Apr-89,Pittsburgh,Pennsylvania,University of Pittsburgh,University of Pittsburgh,17.7
4633,2011,DeJuan Blair,PF,F-C,21,7-Jun,201,270,122,350,95,42,565,215,77,674,292,583,0.501,0.501,0,2,0,292,581,0.503,90,137,0.657,113,213,81,65,1734,SAS,1989,22-Apr-89,Pittsburgh,Pennsylvania,University of Pittsburgh,University of Pittsburgh,17.1
4634,2012,DeJuan Blair,PF,F-C,22,7-Jun,201,270,122,197,59,12,351,154,78,611,269,504,0.534,0.534,0,1,0,269,503,0.535,73,119,0.613,92,168,64,62,1363,SAS,1989,22-Apr-89,Pittsburgh,Pennsylvania,University of Pittsburgh,University of Pittsburgh,17.6
4635,2013,DeJuan Blair,PF,F-C,23,7-Jun,201,270,122,164,37,10,230,66,45,328,142,271,0.524,0.524,0,1,0,142,270,0.526,44,70,0.629,49,112,61,16,851,SAS,1989,22-Apr-89,Pittsburgh,Pennsylvania,University of Pittsburgh,University of Pittsburgh,14.6
4636,2014,DeJuan Blair,PF,F-C,24,7-Jun,201,270,122,229,60,21,368,139,70,497,210,393,0.534,0.534,0,2,0,210,391,0.537,77,121,0.636,77,192,78,13,1214,DAL,1989,22-Apr-89,Pittsburgh,Pennsylvania,University of Pittsburgh,University of Pittsburgh,17.3
4641,2010,DeMar DeRozan,SG,G-F,20,7-Jun,201,221,100,157,43,18,223,66,53,662,255,512,0.498,0.502,4,16,0.25,251,496,0.506,148,194,0.763,62,176,77,65,1664,TOR,1989,7-Aug-89,Compton,California,University of Southern California,University of Southern California,12.5
4642,2011,DeMar DeRozan,SG,G-F,21,7-Jun,201,221,100,240,85,31,315,75,148,1410,539,1154,0.467,0.469,5,52,0.096,534,1102,0.485,327,402,0.813,144,217,82,82,2851,TOR,1989,7-Aug-89,Compton,California,University of Southern California,University of Southern California,14.5
4643,2012,DeMar DeRozan,SG,G-F,22,7-Jun,201,221,100,171,48,17,211,40,128,1054,381,903,0.422,0.435,24,92,0.261,357,811,0.44,268,331,0.81,123,162,63,63,2206,TOR,1989,7-Aug-89,Compton,California,University of Southern California,University of Southern California,12.8
4644,2013,DeMar DeRozan,SG,G-F,23,7-Jun,201,221,100,272,76,24,320,48,204,1485,548,1231,0.445,0.459,34,120,0.283,514,1111,0.463,355,427,0.831,151,173,82,82,3013,TOR,1989,7-Aug-89,Compton,California,University of Southern California,University of Southern California,14.7
4645,2014,DeMar DeRozan,SG,G-F,24,7-Jun,201,221,100,292,86,28,343,51,313,1791,604,1407,0.429,0.452,64,210,0.305,540,1197,0.451,519,630,0.824,176,197,79,79,3017,TOR,1989,7-Aug-89,Compton,California,University of Southern California,University of Southern California,18.4
4650,2011,DeMarcus Cousins,C,C-F,20,11-Jun,211,270,122,482,85,68,699,217,204,1143,432,1004,0.43,0.432,3,18,0.167,429,986,0.435,276,402,0.687,268,332,81,62,2309,SAC,1990,13-Aug-90,Mobile,Alabama,University of Kentucky,University of Kentucky,14.6
4651,2012,DeMarcus Cousins,C,C-F,21,11-Jun,211,270,122,438,93,75,703,265,102,1160,448,999,0.448,0.449,2,14,0.143,446,985,0.453,262,373,0.702,170,257,64,62,1950,SAC,1990,13-Aug-90,Mobile,Alabama,University of Kentucky,University of Kentucky,21.7
4652,2013,DeMarcus Cousins,C,C-F,22,11-Jun,211,270,122,524,108,55,746,222,199,1280,482,1036,0.465,0.467,4,22,0.182,478,1014,0.471,312,423,0.738,225,269,75,74,2289,SAC,1990,13-Aug-90,Mobile,Alabama,University of Kentucky,University of Kentucky,20.2
4653,2014,DeMarcus Cousins,C,C-F,23,11-Jun,211,270,122,613,109,91,831,218,207,1614,591,1191,0.496,0.496,0,7,0,591,1184,0.499,432,595,0.726,251,270,71,71,2298,SAC,1990,13-Aug-90,Mobile,Alabama,University of Kentucky,University of Kentucky,26.1
4660,2010,DeMarre Carroll,SF,F,23,8-Jun,203,215,97,97,28,9,150,53,33,209,88,222,0.396,0.396,0,6,0,88,216,0.407,33,53,0.623,24,107,71,1,795,MEM,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,8.5
4661,2011,DeMarre Carroll,PF,F,24,8-Jun,203,215,97,6,1,1,8,2,4,10,4,12,0.333,0.333,0,0,,4,12,0.333,2,2,1,0,5,12,0,50,TOT,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,8.7
4662,2011,DeMarre Carroll,PF,F,24,8-Jun,203,215,97,6,1,1,8,2,2,10,4,9,0.444,0.444,0,0,,4,9,0.444,2,2,1,0,5,7,0,39,MEM,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,12.4
4663,2011,DeMarre Carroll,PF,F,24,8-Jun,203,215,97,0,0,0,0,0,2,0,0,3,0,0,0,0,,0,3,0,0,0,,0,0,5,0,11,HOU,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,-4.5
4664,2012,DeMarre Carroll,SF-PF,F,25,8-Jun,203,215,97,25,12,1,53,28,18,107,43,105,0.41,0.443,7,19,0.368,36,86,0.419,14,16,0.875,11,37,24,9,348,TOT,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,11.1
4665,2012,DeMarre Carroll,PF,F,25,8-Jun,203,215,97,3,0,0,3,0,3,12,6,6,1,1,0,0,,6,6,1,0,0,,2,1,4,0,21,DEN,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,25.2
4666,2012,DeMarre Carroll,SF,F,25,8-Jun,203,215,97,22,12,1,50,28,15,95,37,99,0.374,0.409,7,19,0.368,30,80,0.375,14,16,0.875,9,36,20,9,327,UTA,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,10.1
4667,2013,DeMarre Carroll,SF,F,26,8-Jun,203,215,97,101,58,24,188,87,61,393,149,324,0.46,0.491,20,70,0.286,129,254,0.508,75,98,0.765,34,119,66,12,1111,UTA,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,15.5
4668,2014,DeMarre Carroll,SF,F,27,8-Jun,203,215,97,296,108,21,403,107,134,810,302,642,0.47,0.546,97,268,0.362,205,374,0.548,109,141,0.773,79,188,73,73,2341,ATL,1986,27-Jul-86,Birmingham,Alabama,University of Missouri,University of Missouri,13.9
4672,2013,DeQuan Jones,SF,F,22,8-Jun,203,221,100,88,19,22,105,17,16,233,95,218,0.436,0.456,9,35,0.257,86,183,0.47,34,51,0.667,30,55,63,17,803,ORL,1990,20-Jun-90,Stone Mountain,Georgia,University of Miami,University of Miami,8.4
4731,2010,Delonte West,SG,G,26,4-Jun,193,180,81,140,55,28,169,29,196,528,194,436,0.445,0.474,25,77,0.325,169,359,0.471,115,142,0.81,90,86,60,3,1500,CLE,1983,26-Jul-83,Washington,District of Columbia,Saint Joseph's University,Saint Joseph's University,13.8
4732,2011,Delonte West,PG,G,27,4-Jun,193,180,81,31,20,10,37,6,64,135,55,120,0.458,0.508,12,33,0.364,43,87,0.494,13,15,0.867,30,29,24,2,453,BOS,1983,26-Jul-83,Washington,District of Columbia,Saint Joseph's University,Saint Joseph's University,12.3
4733,2012,Delonte West,PG,G,28,4-Jun,193,180,81,88,58,11,101,13,139,421,166,360,0.461,0.499,27,76,0.355,139,284,0.489,62,70,0.886,76,67,44,33,1060,DAL,1983,26-Jul-83,Washington,District of Columbia,Saint Joseph's University,Saint Joseph's University,15.3
4774,2012,Dennis Horner,PF,F,23,9-Jun,206,230,104,3,0,0,5,2,0,5,1,4,0.25,0.25,0,1,0,1,3,0.333,3,4,0.75,1,1,8,0,22,NJN,1988,5-Feb-88,Linwood,New Jersey,North Carolina State University,North Carolina State University,6.6
4824,2010,Derek Fisher,PG,G,35,1-Jun,185,200,90,145,90,9,170,25,201,615,212,558,0.38,0.45,78,224,0.348,134,334,0.401,113,132,0.856,78,202,82,82,2227,LAL,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,9.3
4825,2011,Derek Fisher,PG,G,36,1-Jun,185,200,90,138,99,8,152,14,224,558,206,529,0.389,0.449,63,159,0.396,143,370,0.386,83,103,0.806,70,192,82,82,2297,LAL,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,8.9
4826,2012,Derek Fisher,PG,G,37,1-Jun,185,200,90,109,51,4,121,12,170,350,129,348,0.371,0.421,35,109,0.321,94,239,0.393,57,67,0.851,73,117,63,43,1508,TOT,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,8
4827,2012,Derek Fisher,PG,G,37,1-Jun,185,200,90,82,40,3,92,10,142,252,92,240,0.383,0.433,24,74,0.324,68,166,0.41,44,53,0.83,58,85,43,43,1101,LAL,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,8.8
4828,2012,Derek Fisher,PG,G,37,1-Jun,185,200,90,27,11,1,29,2,28,98,37,108,0.343,0.394,11,35,0.314,26,73,0.356,13,14,0.929,15,32,20,0,407,OKC,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,5.9
4829,2013,Derek Fisher,SG-PG,G,38,1-Jun,185,200,90,35,19,3,37,2,47,175,55,161,0.342,0.435,30,80,0.375,25,81,0.309,35,38,0.921,30,55,33,9,575,TOT,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,7.7
4830,2013,Derek Fisher,PG,G,38,1-Jun,185,200,90,15,5,2,15,0,31,77,23,65,0.354,0.431,10,23,0.435,13,42,0.31,21,23,0.913,18,24,9,9,229,DAL,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,8.7
4831,2013,Derek Fisher,SG,G,38,1-Jun,185,200,90,20,14,1,22,2,16,98,32,96,0.333,0.438,20,57,0.351,12,39,0.308,14,15,0.933,12,31,24,0,346,OKC,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,7
4832,2014,Derek Fisher,SG,G,39,1-Jun,185,200,90,110,70,3,122,12,117,425,141,361,0.391,0.512,88,229,0.384,53,132,0.402,55,71,0.775,49,157,81,0,1428,OKC,1974,9-Aug-74,Little Rock,Arkansas,University of Arkansas at Little Rock,University of Arkansas at Little Rock,10.1
4867,2010,Deron Williams,PG,G,25,3-Jun,190,200,90,253,96,16,303,50,798,1419,494,1053,0.469,0.515,96,259,0.371,398,794,0.501,335,418,0.801,252,208,76,76,2802,UTA,1984,26-Jun-84,Parkersburg,West Virginia,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,20.6
4868,2011,Deron Williams,PG,G,26,3-Jun,190,200,90,220,79,15,260,40,667,1309,428,975,0.439,0.493,105,317,0.331,323,658,0.491,348,412,0.845,230,190,65,65,2465,TOT,1984,26-Jun-84,Parkersburg,West Virginia,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,21.1
4869,2011,Deron Williams,PG,G,26,3-Jun,190,200,90,173,64,12,205,32,514,1129,369,806,0.458,0.513,89,258,0.345,280,548,0.511,302,354,0.853,187,152,53,53,2009,UTA,1984,26-Jun-84,Parkersburg,West Virginia,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,22.1
4870,2011,Deron Williams,PG,G,26,3-Jun,190,200,90,47,15,3,55,8,153,180,59,169,0.349,0.396,16,59,0.271,43,110,0.391,46,58,0.793,43,38,12,12,456,NJN,1984,26-Jun-84,Parkersburg,West Virginia,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,17
4871,2012,Deron Williams,PG,G,27,3-Jun,190,200,90,160,67,20,183,23,481,1154,391,961,0.407,0.467,115,342,0.336,276,619,0.446,257,305,0.843,219,121,55,55,1999,NJN,1984,26-Jun-84,Parkersburg,West Virginia,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,20.3
